Channel,MerchantId,MerchantName,MerchantLink
"Tokopedia","11228756","Suu Balm Official Store","https://www.tokopedia.com/suubalm"
"Tokopedia","2357916","Swissvita Official Shop","https://www.tokopedia.com/swissvitaindonesia"
"Tokopedia","6052513","SYB OFFICIAL","https://www.tokopedia.com/sybofficial"
"Tokopedia","10969083","Tanskin ID","https://www.tokopedia.com/tanskinofficial"
"Tokopedia","12948375","Tavi Official","https://www.tokopedia.com/taviofficial"
"Tokopedia","1837223","Tecnogas Azalea Official","https://www.tokopedia.com/tecnogas-azalea"
"Tokopedia","5487162","Tefal Indonesia Official","https://www.tokopedia.com/tefal"
"Tokopedia","791383","teknikmart","https://www.tokopedia.com/teknikmart"
"Tokopedia","12919362","Teratu Beauty Official Shop","https://www.tokopedia.com/teratubeauty"
"Tokopedia","2661512","TESCOM INDONESIA","https://www.tokopedia.com/tescom"
"Tokopedia","2512187","The Body Shop Indonesia","https://www.tokopedia.com/tbs-official"
"Tokopedia","16193249","The Body Tale","https://www.tokopedia.com/scentrum"
"Tokopedia","2570704","The Face Shop Official","https://www.tokopedia.com/thefaceshop"
"Tokopedia","444436","The Humphrey Life","https://www.tokopedia.com/thehumphreylife"
"Tokopedia","3139428","The Saem Official","https://www.tokopedia.com/thesaemofficial"
"Tokopedia","11496132","The Wet Brush Indonesia","https://www.tokopedia.com/thewetbrushindonesia"
"Tokopedia","10894916","Theraskin Kosmetika","https://www.tokopedia.com/theraskinkosmetika"
"Tokopedia","10600561","Tineco Indonesia","https://www.tokopedia.com/tineco"
"Tokopedia","835909","Tinkiwinki Babytoys","https://www.tokopedia.com/tinkiwinkibaby"
"Tokopedia","14047022","TOA Indonesia Official Store","https://www.tokopedia.com/toa-indonesia-os"
"Tokopedia","3140692","Toko Fameux","https://www.tokopedia.com/tokofameux"
"Tokopedia","154786","TOKO JAWA E.","https://www.tokopedia.com/jawa-e"
"Tokopedia","445194","Toko Sinar 66","https://www.tokopedia.com/sinar66"
"Tokopedia","11109182","Too Cool For School Official","https://www.tokopedia.com/toocoolforschoolindo"
"Tokopedia","2288300","top jaya electronik","https://www.tokopedia.com/lucky-billy"
"Tokopedia","10731090","Trueve Official Shop","https://www.tokopedia.com/trueve"
"Tokopedia","5800180","Tull Jye","https://www.tokopedia.com/tull-jye"
"Tokopedia","8811549","Turbo Indonesia Official","https://www.tokopedia.com/turboidofficial"
"Tokopedia","10836038","Tzukiofficial","https://www.tokopedia.com/tzukiofficial-2"
"Tokopedia","1810008","UFO elektronika","https://www.tokopedia.com/ufoelektronika"
"Tokopedia","2521424","Ultimate Ears Official","https://www.tokopedia.com/ultimate-ears"
"Tokopedia","5370170","UMEDA","https://www.tokopedia.com/umeda"
"Tokopedia","3326823","Unicharm Official Store","https://www.tokopedia.com/unicharm"
"Tokopedia","11871050","Unilever Mall","https://www.tokopedia.com/unilevermall"
"Tokopedia","1854168","Unilever Official Store","https://www.tokopedia.com/unilever"
"Tokopedia","15178813","Unke Naru","https://www.tokopedia.com/unkenaru"
"Tokopedia","7494931768686774776","Unke Naru","https://www.tokopedia.com/unke-naru"
"Tokopedia","6639471","Upmost Beaute","https://www.tokopedia.com/upmostbeaute"
"Tokopedia","239192","UTAMA_ELECTRONIC","https://www.tokopedia.com/utama-electronic"
"Tokopedia","6044067","Varesse","https://www.tokopedia.com/varesse"
"Tokopedia","754299","Vention Indonesia","https://www.tokopedia.com/vention"
"Tokopedia","2747590","Vicenza Official","https://www.tokopedia.com/vicenza-official"
"Tokopedia","11250555","ViewSonic Official Shop","https://www.tokopedia.com/viewsonicofficial"
"Tokopedia","5854397","Votre Peau","https://www.tokopedia.com/votre-peau"
"Tokopedia","2745720","wahanasuperstore","https://www.tokopedia.com/wahanasuperstore"
"Tokopedia","12088146","Welhome Official Store","https://www.tokopedia.com/windonesia-2"
"Tokopedia","2185873","Wet N Wild Official","https://www.tokopedia.com/wetnwild"
"Tokopedia","7179543","Wings Official Store","https://www.tokopedia.com/wingsofficial"
"Tokopedia","762969","WINN GAS","https://www.tokopedia.com/winn-gas"
"Tokopedia","6656481","YK DESIGN OFFICIAL SHOP","https://www.tokopedia.com/ykdesign"
"Tokopedia","4456739","YONG MA Official","https://www.tokopedia.com/yongmaofficial"
"Tokopedia","4498462","Youvit Official","https://www.tokopedia.com/youvitofficial"
"Tokopedia","9705986","Yves Rocher Indonesia","https://www.tokopedia.com/yves-rocher"
"Tokopedia","902680","ZOJIRUSHI ID","https://www.tokopedia.com/zojirushiid"
"Tokopedia","2024035","Zoya","https://www.tokopedia.com/zoya"
"Tokopedia","2127356","Zoya Cosmetics Official","https://www.tokopedia.com/zoya-cosmetics"
