Brand,Channel,MerchantId,MerchantName,MerchantUrl,Priority,Synonym,Staging (Mostly),Setup
Klaz,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace klaz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Hurom,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,hurom,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krisbow,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace krisbow,"Audio, Computer, Electronics, Smartphone",2025-01-01
Otto,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,otto,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace - memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ataru,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ataru,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Jml,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,jml,"Audio, Computer, Electronics, Smartphone",2025-01-01
Westinghouse,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,westinghouse,"Audio, Computer, Electronics, Smartphone",2025-01-01
Kris,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,kris,"Audio, Computer, Electronics, Smartphone",2025-01-01
Stora,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,stora,"Audio, Computer, Electronics, Smartphone",2025-01-01
Clair,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,clair,"Audio, Computer, Electronics, Smartphone",2025-01-01
Acroz,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,acroz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Klaz,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,klaz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Maximus,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,maximus,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ataru,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace ataru,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krisbow,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,krisbow,"Audio, Computer, Electronics, Smartphone",2025-01-01
Nilfisk,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,nilfisk,"Audio, Computer, Electronics, Smartphone",2025-01-01
Kris,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace kris,"Audio, Computer, Electronics, Smartphone",2025-01-01
Panasonic,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ace panasonic,"Audio, Computer, Electronics, Smartphone",2025-01-01
Wasser,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,wasser,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krischef,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,krischef,"Audio, Computer, Electronics, Smartphone",2025-01-01
Salav,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,salav,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ariete,Tokopedia,8069167,ACE Indonesia,https://www.tokopedia.com/aceindonesiaid,1,ariete,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krischef,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,krischef,"Audio, Computer, Electronics, Smartphone",2025-01-01
Klaz,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,klaz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Westinghouse,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,westinghouse,"Audio, Computer, Electronics, Smartphone",2025-01-01
Panasonic,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko panasonic,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ataru,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,ataru,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko - memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Hurom,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,hurom,"Audio, Computer, Electronics, Smartphone",2025-01-01
Wasser,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,wasser,"Audio, Computer, Electronics, Smartphone",2025-01-01
Kris,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,kris,"Audio, Computer, Electronics, Smartphone",2025-01-01
Kris,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko kris,"Audio, Computer, Electronics, Smartphone",2025-01-01
Maximus,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,maximus,"Audio, Computer, Electronics, Smartphone",2025-01-01
Clair,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,clair,"Audio, Computer, Electronics, Smartphone",2025-01-01
Salav,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,salav,"Audio, Computer, Electronics, Smartphone",2025-01-01
Otto,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,otto,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ataru,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko ataru,"Audio, Computer, Electronics, Smartphone",2025-01-01
Klaz,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko klaz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krisbow,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko krisbow,"Audio, Computer, Electronics, Smartphone",2025-01-01
Nilfisk,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,nilfisk,"Audio, Computer, Electronics, Smartphone",2025-01-01
Jml,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,jml,"Audio, Computer, Electronics, Smartphone",2025-01-01
Acroz,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,acroz,"Audio, Computer, Electronics, Smartphone",2025-01-01
Krisbow,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,krisbow,"Audio, Computer, Electronics, Smartphone",2025-01-01
Memoo,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,azko memoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ariete,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,ariete,"Audio, Computer, Electronics, Smartphone",2025-01-01
Stora,Shopee,229515338,ACE Indonesia Official Shop,https://shopee.co.id/aceindonesia,1,stora,"Audio, Computer, Electronics, Smartphone",2025-01-01
Robot,Lazada,1000249435,Acome,https://www.lazada.co.id/shop/profileVm?sellerId=1000249435&shopId=739800&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
Robot,Tokopedia,6358706,Acome Indonesia,https://www.tokopedia.com/acomeindone,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
Robot,Shopee,161425378,Acome Official Shop,https://shopee.co.id/acomeofficial,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
Aftermyskin,Tiktok,7495618796463819220,Aftermyskin,aweme://user/profile/7495618796463819220,1,aftermyakin,"Beauty, PersonalCare",2025-11-19
Aftermyskin,Tiktok x Tokopedia,7495618796463819220,Aftermyskin,aweme://user/profile/7495618796463819220,1,aftermyakin,"Beauty, PersonalCare",2025-11-19
Alien Objects,Shopee,769703211,Alien Objects,https://shopee.co.id/shop/769703211,1,alien objects,"Beauty, PersonalCare",2025-11-19
Eufy,Shopee,21762495,Anker Indonesia,https://shopee.co.id/ankerindonesia,1,Eufy,"Audio, Computer, Electronics, Smartphone",2025-01-01
Sakumini,Blibli,BAL-60056,Baseus LoC id Official Store,https://www.blibli.com/merchant/baseus-loc-id-official-store/BAL-60056,1,sakumini,"Audio, Computer, Electronics, Smartphone",2025-01-01
Thinkplus,Blibli,BAL-60056,Baseus LoC id Official Store,https://www.blibli.com/merchant/baseus-loc-id-official-store/BAL-60056,1,thinkplus,"Audio, Computer, Electronics, Smartphone",2025-01-01
KiiP,Blibli,BAL-60056,Baseus LoC id Official Store,https://www.blibli.com/merchant/baseus-loc-id-official-store/BAL-60056,1,kiip,"Audio, Computer, Electronics, Smartphone",2025-01-01
panfila,Shopee,257372366,Bervin Official Shop,https://shopee.co.id/bervinofficial,1,panfila,"Audio, Computer, Electronics, Smartphone",2025-01-01
panfila,Tokopedia,8694173,BervinOfficial,https://www.tokopedia.com/bervinofficial,1,panfila,"Audio, Computer, Electronics, Smartphone",2025-01-01
Castrol,Shopee,521249570,Castrol Official Shop,https://shopee.co.id/shop/521249570,1,castrol,MotorOil,2025-04-16
Castrol,Tokopedia,12184678,Castrol Official Store,https://www.tokopedia.com/castrolofficial,1,castrol,MotorOil,2025-04-16
Eroc,Shopee,39406064,Coocaa Official Store,https://shopee.co.id/coocaa.official.store,1,eroc,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dabe Beaute,Shopee,411236605,DABE BEAUTE Official Shop,https://shopee.co.id/shop/411236605,1,dabe beaute,"Beauty, PersonalCare",2025-11-19
Dabe Beaute,Shopee,921024194,Dabe Beaute by Bella Shofie,https://shopee.co.id/shop/921024194,1,dabe beaute,"Beauty, PersonalCare",2025-11-19
Marshall,Shopee,255563049,Digimap Official Shop,https://shopee.co.id/digimapofficial,1,marshall,"Audio, Computer, Electronics, Smartphone",2025-01-01
JBL,Shopee,255563049,Digimap Official Shop,https://shopee.co.id/digimapofficial,1,jbl,"Audio, Computer, Electronics, Smartphone",2025-01-01
Wonder Boom 2,Shopee,255563049,Digimap Official Shop,https://shopee.co.id/digimapofficial,1,wonder boom 2,"Audio, Computer, Electronics, Smartphone",2025-01-01
Digitec,shopee,1020961822,Digitec Indonesia Official Store,https://shopee.co.id/digitec.official,1,digitec,Electronics,2025-06-16
Eneos,Shopee,158156659,ENEOS Indonesia Official Shop,https://shopee.co.id/shop/158156659,1,eneos,MotorOil,2025-04-16
Eneos,Tokopedia,12900770,ENEOS Indonesia Official Store,https://www.tokopedia.com/eneosindonesia,1,eneos,MotorOil,2025-04-16
Expose,Shopee,1223030402,Expose Digital Store,https://shopee.co.id/aexpose,1,expose,Electronics,2025-06-16
Expose,Shopee,1315309351,Expose Home,https://shopee.co.id/exposehome,1,expose,Electronics,2025-06-16
Federal,Shopee,876146322,Federal Oil Official Shop,https://shopee.co.id/shop/876146322,1,federal,MotorOil,2025-04-16
Federal,Tokopedia,14526883,Federal Oil Official Store,https://www.tokopedia.com/federaloilofficialstore,1,federal,MotorOil,2025-04-16
Guele,Tiktok,7494657825039485012,Guele Cosmetics,aweme://user/profile/7494657825039485012,1,guele,"Beauty, PersonalCare",2025-03-25
Guele,Shopee,180536873,Guèle Official Shop,https://shopee.co.id/shop/180536873,1,guele,"Beauty, PersonalCare",2025-11-19
,Tiktok,7496007077727603353,Hello by Paseo Official,aweme://user/profile/7496007077727603353,1,paseo hello,"Beauty, PersonalCare",2025-11-19
Astra Honda Motor,Tokopedia,588638,Honda Cengkareng,https://www.tokopedia.com/hondacengkareng,1,astra honda motor,MotorOil,2025-04-16
Astra Honda Motor,Shopee,52928438,Honda Cengkareng Official Shop,https://shopee.co.id/shop/52928438,1,astra honda motor,MotorOil,2025-04-16
Masindo,Tokopedia,1560655,IDEALIFE Online,https://www.tokopedia.com/idealife-online,1,Masindo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Idemitsu,Shopee,306656621,IDEMITSU Official Store,https://shopee.co.id/shop/306656621,1,idemitsu,MotorOil,2025-04-16
Iki Arum,Tiktok,7494853989063756003,IKI ARUM,aweme://user/profile/7494853989063756003,1,iki arum,"Beauty, PersonalCare",2025-11-19
Iki Arum,Tokopedia,7494853989063756003,IKI ARUM,https://www.tokopedia.com/iki-arum,1,iki arum,"Beauty, PersonalCare",2025-11-19
Ipone,Tokopedia,17564533,IPONE Official Store,https://www.tokopedia.com/ipone,1,ipone,MotorOil,2025-04-16
Ipone,Shopee,1258214875,IPONE Official Store,https://shopee.co.id/shop/1258214875,1,ipone,MotorOil,2025-04-16
Idemitsu,Tokopedia,17800319,Idemitsu Official Store,https://www.tokopedia.com/idemitsuofficialstore,1,idemitsu,MotorOil,2025-04-16
Iki Arum,Shopee,746476431,Iki Arum,https://shopee.co.id/shop/746476431,1,iki arum,"Beauty, PersonalCare",2025-11-19
Inez,Shopee,38581860,Inez Official Shop,https://shopee.co.id/shop/38581860,1,inez,"Beauty, PersonalCare",2025-11-19
harman kardon,Blibli,BOA-16087,JBL Official Store,https://www.blibli.com/merchant/jbl-official-store/BOA-16087,1,harman kardon,"Audio, Computer, Electronics, Smartphone",2025-01-01
harman kardon,Tokopedia,2397742,JBL Official Store,https://www.tokopedia.com/jbl-official,1,harman kardon,"Audio, Computer, Electronics, Smartphone",2025-01-01
Liquimoly,Tokopedia,3664941,LIQUI MOLY,https://www.tokopedia.com/liquimolyindo,1,liquimoly,MotorOil,2025-04-16
Labianco Derma,Shopee,410936912,Labianco Derma Official Shop,https://shopee.co.id/shop/410936912,1,labianco derma,"Beauty, PersonalCare",2025-11-19
Monster,Tokopedia,16485022,Lenovo ThinkPlus Store,https://www.tokopedia.com/thinkplus-audio,1,monster,"Audio, Computer, Electronics, Smartphone",2025-01-01
Liquimoly,Shopee,69828447,Liqui Moly Official Shop,https://shopee.co.id/shop/69828447,1,liquimoly,MotorOil,2025-04-16
Xiaomi,Tiktok,7494083374819476922,MIBO,aweme://user/profile/7494083374819476922,1,xiaomi,"Audio, Computer, Electronics, Smartphone",2025-01-01
Mito,Tokopedia,1931973,MITO Electronic,https://www.tokopedia.com/mitoelectronic,1,mito,"Audio, Computer, Electronics, Smartphone",2025-01-01
Motorola,Shopee,1456663090,MOTOROLA Official Store,https://shopee.co.id/shop/1456663090,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motul,Tokopedia,11820404,MOTUL Indonesia Official Store,https://www.tokopedia.com/motulindonesiaofficial,1,motul,MotorOil,2025-04-16
Deerma,Shopee,550839933,Mibo Official Shop,https://shopee.co.id/mibo.co.id,1,deerma,"Audio, Computer, Electronics, Smartphone",2025-01-01
Xiaomi,Shopee,550839933,Mibo Official Shop,https://shopee.co.id/mibo.co.id,1,xiaomi,"Audio, Computer, Electronics, Smartphone",2025-01-01
Xiaomi,Shopee,550839933,Mibo Official Shop,https://shopee.co.id/mibo.co.id,1,mi smart,"Audio, Computer, Electronics, Smartphone",2025-01-01
MIRJAI,Shopee,550839933,Mibo Official Shop,https://shopee.co.id/mibo.co.id,1,mirjai,"Audio, Computer, Electronics, Smartphone",2025-01-01
Deerma,Tokopedia,12542964,Mibo Official Store,https://www.tokopedia.com/mibo-official,1,deerma,"Audio, Computer, Electronics, Smartphone",2025-01-01
Xiaomi,Tokopedia,12542964,Mibo Official Store,https://www.tokopedia.com/mibo-official,1,mi smart,"Audio, Computer, Electronics, Smartphone",2025-01-01
Xiaomi,Tokopedia,12542964,Mibo Official Store,https://www.tokopedia.com/mibo-official,1,xiaomi,"Audio, Computer, Electronics, Smartphone",2025-01-01
MIRJAI,Tokopedia,12542964,Mibo Official Store,https://www.tokopedia.com/mibo-official,1,mirjai,"Audio, Computer, Electronics, Smartphone",2025-01-01
Youpin,Tokopedia,12542964,Mibo Official Store,https://www.tokopedia.com/mibo-official,1,youpin,"Audio, Computer, Electronics, Smartphone",2025-01-01
Xiaomi,Tokopedia,5786053,Mifa Official Shop,https://www.tokopedia.com/mifaofficialshop,1,xiaomi,"Audio, Computer, Electronics, Smartphone",2025-01-01
Mito,Shopee,24544583,Mito Electronic Official Shop,https://shopee.co.id/mitoelectronic,1,mito,"Audio, Computer, Electronics, Smartphone",2025-01-01
Rinnai,Tokopedia,6364291,Miyako,https://www.tokopedia.com/miyako,1,rinnai,"Audio, Computer, Electronics, Smartphone",2025-01-01
Mobil,Shopee,385145716,Mobil Official Shop,https://shopee.co.id/shop/385145716,1,mobil,MotorOil,2025-04-16
Mobil,Tokopedia,2622466,Mobil Official Store,https://www.tokopedia.com/mobil-official,1,mobil,MotorOil,2025-04-16
Mossèru,Tokopedia,16376018,Mosseru Official Shop,https://www.tokopedia.com/mosseruofficial,1,mosseru,"Beauty, PersonalCare",2025-11-19
Mossèru,Shopee,1073676847,Mossèru Official Store,https://shopee.co.id/shop/1073676847,1,mosseru,"Beauty, PersonalCare",2025-11-19
Motorola,Lazada,402557328673,Motorola,https://www.lazada.co.id/shop/profileVm?sellerId=402557328673&shopId=402557328673&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motorola,Akulaku,3763133514623706112,Motorola,/ec-basic/merchant/main?vendorId=3763133514623706112&shopId=3763133514623706112&hideTopBar=1,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motorola,Tokopedia,7496059640887216531,Motorola Indonesia,https://www.tokopedia.com/motorola-indonesia,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motorola,Tokopedia,7496059640887216128,Motorola Indonesia,https://www.tokopedia.com/motorola-indonesia,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motorola,Tiktok,7496059640887216531,Motorola Indonesia,aweme://user/profile/7496059640887216531,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motorola,Blibli,MOO-70193,Motorola Official Store,https://www.blibli.com/merchant/motorola-official-store/MOO-70193,1,motorola,"Audio, Computer, Electronics, Smartphone",2025-07-01
Motul,Shopee,482531436,Motul Official Shop,https://shopee.co.id/shop/482531436,1,motul,MotorOil,2025-04-16
gaabor,Shopee,13140292,OPPO Indonesia Official Store,https://shopee.co.id/oppo.id,1,gaabor,"Audio, Computer, Electronics, Smartphone",2025-01-01
Oase,Tokopedia,5587010,Olike Official Store,https://www.tokopedia.com/olike-official,1,Oase,"Audio, Computer, Electronics, Smartphone",2025-01-01
,Tokopedia,8552137,PASEO Official,https://www.tokopedia.com/paseo-official,1,paseo,"Beauty, PersonalCare",2025-11-19
,Tiktok,7494726241889913838,PASEO Official,aweme://user/profile/7494726241889913838,1,paseo,"Beauty, PersonalCare",2025-11-19
Ptt,Tokopedia,7345498,PTT Lubricants Official,https://www.tokopedia.com/pttlubricants,1,ptt,MotorOil,2025-04-16
Ptt,Shopee,120280808,PTT Lubricants Official Store,https://shopee.co.id/shop/120280808,1,ptt,MotorOil,2025-04-16
,Blibli,PAB-70203,Paseo Bandung Official Store,https://www.blibli.com/merchant/paseo-bandung-official-store/PAB-70203,1,paseo,"Beauty, PersonalCare",2025-11-19
,Blibli,PSE-25861,Paseo Flagship Store,https://www.blibli.com/merchant/paseo-flagship-store/PSE-25861,1,paseo,"Beauty, PersonalCare",2025-11-19
,Tokopedia,7496014267007142088,Paseo Hello,https://www.tokopedia.com/paseo-hello,1,paseo hello,"Beauty, PersonalCare",2025-11-19
,Blibli,PAM-70210,Paseo Medan Flagship Store,https://www.blibli.com/merchant/paseo-medan-flagship-store/PAM-70210,1,paseo,"Beauty, PersonalCare",2025-11-19
,Shopee,292389658,Paseo Official Shop,https://shopee.co.id/shop/292389658,1,paseo,"Beauty, PersonalCare",2025-11-19
,Lazada,400617147328,Paseo Official Store,https://www.lazada.co.id/shop/profileVm?sellerId=400617147328&shopId=400617147328&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,paseo,"Beauty, PersonalCare",2025-11-19
Acome,Tokopedia,5241164,ROBOT OFFICIAL SHOP,https://www.tokopedia.com/robotofficial,1,acome,"Audio, Computer, Electronics, Smartphone",2025-01-01
Vivan,Lazada,1000166554,Robot,https://www.lazada.co.id/shop/profileVm?sellerId=1000166554&shopId=659067&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,vivan,"Audio, Computer, Electronics, Smartphone",2025-01-01
Acome,Shopee,11868085,Robot Official Shop,https://shopee.co.id/robotofficialshop.id,1,acome,"Audio, Computer, Electronics, Smartphone",2025-01-01
Shell,Tokopedia,8641269,SHELL Indonesia,https://www.tokopedia.com/shellindonesia,1,shell,MotorOil,2025-04-16
SS Skin,Tokopedia,15135294,SSSKIN ID,https://www.tokopedia.com/ssskinid,1,ssskin,"Beauty, PersonalCare",2025-11-19
SS Skin,Shopee,798992218,SSSKIN Official Store,https://shopee.co.id/shop/798992218,1,ssskin,"Beauty, PersonalCare",2025-11-19
Samsung,Blibli,SAE-70504,Samsung Exclusive Official Store,https://www.blibli.com/merchant/samsung-exclusive-official-store/SAE-70504,1,samsung,"Audio, Computer, Electronics, Smartphone",2025-07-01
Samsung,Akulaku,3665929146284043267,Samsung Official Store,/ec-basic/merchant/main?vendorId=3665929146284043267&shopId=3665929146284043267&hideTopBar=1,1,samsung,"Audio, Computer, Electronics, Smartphone",2025-07-01
Samsung,Akulaku,3665929146284043264,Samsung Official Store,/ec-basic/merchant/main?vendorId=3665929146284043267&shopId=3665929146284043267&hideTopBar=1,1,samsung,"Audio, Computer, Electronics, Smartphone",2025-07-01
Samsung,Blibli,SAP-70586,Samsung PreOrder Official Store,https://www.blibli.com/merchant/samsung-preorder-official-store/SAP-70586?pickupPointCode=PP-3529807&fbbActivated=true,1,samsung,"Audio, Computer, Electronics, Smartphone",2025-07-01
Sebamed,Shopee,142179990,Sebamed Official Shop,https://shopee.co.id/sebamedofficial,1,sebamed,"Beauty, PersonalCare",2025-11-19
Sebamed,Tokopedia,5612272,Sebamed Shop_NEW,https://www.tokopedia.com/sebamed,1,sebamed,"Beauty, PersonalCare",2025-11-19
Shell,Shopee,267177132,Shell Indonesia Official Shop,https://shopee.co.id/shop/267177132,1,shell,MotorOil,2025-04-16
Thinkplus,Shopee,50248646,Supernova ID Official Store,https://shopee.co.id/supernovaindonesiaofficial,1,thinkplus,"Audio, Computer, Electronics, Smartphone",2025-01-01
Deerma,Blibli,TCO-60022,TCL Official Store,https://www.blibli.com/merchant/tcl-official-store/TCO-60022,1,deerma,"Audio, Computer, Electronics, Smartphone",2025-01-01
KiiP,Tiktok,7494721726781556905,THINKPLUS INDO,aweme://user/profile/7494721726781556905,1,kiip,"Audio, Computer, Electronics, Smartphone",2025-01-01
Monster,Tiktok,7494721726781556905,THINKPLUS INDO,aweme://user/profile/7494721726781556905,1,monster,"Audio, Computer, Electronics, Smartphone",2025-01-01
Monster,Shopee,497337616,Thinkplus Official Shop,https://shopee.co.id/thinkplusofficial,1,monster,"Audio, Computer, Electronics, Smartphone",2025-01-01
Monster,Tokopedia,12012857,Thinkplus Official Store,https://www.tokopedia.com/thinkplus,1,monster,"Audio, Computer, Electronics, Smartphone",2025-01-01
Time Phoria,Tiktok x Tokopedia,7496014128877898029,Timephoria.id,aweme://user/profile/7496014128877898029,1,timephoria,"Beauty, PersonalCare",2025-11-19
Time Phoria,Tiktok,7496014128877898029,Timephoria.id,aweme://user/profile/7496014128877898029,1,timephoria,"Beauty, PersonalCare",2025-11-19
Tirtir,Tiktok,7495811548760148272,Tirtir Indonesia,aweme://user/profile/7495811548760148272,1,tirtir,"Beauty, PersonalCare",2025-11-19
robot,Tokopedia,5240061,VIVAN OFFICIAL SHOP,https://www.tokopedia.com/vivanofficial,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
acome,Tokopedia,5240061,VIVAN OFFICIAL SHOP,https://www.tokopedia.com/vivanofficial,1,acome,"Audio, Computer, Electronics, Smartphone",2025-01-01
Robot,Lazada,1000166571,Vivan,https://www.lazada.co.id/shop/profileVm?sellerId=1000166571&shopId=659084&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
Robot,Shopee,11722931,Vivan Official Shop,https://shopee.co.id/vivanofficialshop.id,1,robot,"Audio, Computer, Electronics, Smartphone",2025-01-01
Vivo,Bukalapak,42709602,Vivo,https://www.bukalapak.com/u/vivo_official,1,vivo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Animax,Shopee,259960026,Weyon Official Shop,https://shopee.co.id/weyonofficial,1,animax,"Audio, Computer, Electronics, Smartphone",2025-01-01
Poco,Akulaku,4759216,XIAOMI OFFICIAL STORE,/ec-basic/merchant/main?vendorId=4759216&shopId=4759216&hideTopBar=1,1,poco,"Audio, Computer, Electronics, Smartphone",2025-04-14
Redmi,Akulaku,4759216,XIAOMI OFFICIAL STORE,/ec-basic/merchant/main?vendorId=4759216&shopId=4759216&hideTopBar=1,1,redmi,"Audio, Computer, Electronics, Smartphone",2025-04-14
Redmi,Bukalapak,524805726,Xiaomi,https://www.bukalapak.com/u/xiaomiofficial,1,redmi,"Audio, Computer, Electronics, Smartphone",2025-04-14
Poco,Bukalapak,524805726,Xiaomi,https://www.bukalapak.com/u/xiaomiofficial,1,poco,"Audio, Computer, Electronics, Smartphone",2025-04-14
Redmi,Bukalapak,118599972,Xiaomi,https://www.bukalapak.com/u/xiaomiofficial,1,redmi,"Audio, Computer, Electronics, Smartphone",2025-04-14
Poco,Lazada,1000001020,Xiaomi,https://www.lazada.co.id/shop/profileVm?sellerId=1000001020&shopId=8234&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,1,poco,"Audio, Computer, Electronics, Smartphone",2025-04-14
Poco,Bukalapak,118599972,Xiaomi,https://www.bukalapak.com/u/xiaomiofficial,1,poco,"Audio, Computer, Electronics, Smartphone",2025-04-14
